CompanyID,CompanyName,Year,Revenue,ProfitMargin,MarketCap,GrowthRate
279,Company_279,2020,1970.6,2.7,1062.0,-5.6
279,Company_279,2021,1837.5,2.1,429.5,-6.8
279,Company_279,2022,1655.6,1.0,196.5,-9.9
279,Company_279,2023,1910.3,2.5,512.2,15.4
279,Company_279,2024,2017.8,1.5,405.3,5.6
279,Company_279,2025,2146.8,1.5,524.5,6.4
280,Company_280,2015,572.1,18.5,1302.2,
280,Company_280,2016,639.6,17.4,1835.5,11.8
280,Company_280,2017,714.0,21.1,1309.1,11.6
280,Company_280,2018,635.3,22.2,2545.7,-11.0
280,Company_280,2019,648.8,20.5,2422.3,2.1
280,Company_280,2020,648.0,21.0,1483.2,-0.1
280,Company_280,2021,612.6,26.5,2904.0,-5.5
280,Company_280,2022,605.9,30.1,2168.8,-1.1
280,Company_280,2023,511.0,32.6,2119.5,-15.7
280,Company_280,2024,493.1,31.9,2948.5,-3.5
280,Company_280,2025,506.5,30.8,2387.4,2.7
281,Company_281,2015,1339.2,14.5,3895.2,
281,Company_281,2016,1257.8,15.4,2133.2,-6.1
281,Company_281,2017,1345.3,12.8,2751.7,7.0
281,Company_281,2018,1513.0,6.4,1378.8,12.5
281,Company_281,2019,1449.0,7.5,2400.6,-4.2
281,Company_281,2020,1674.4,12.6,3940.4,15.6
281,Company_281,2021,1468.1,9.5,3205.3,-12.3
281,Company_281,2022,1470.0,5.3,1570.0,0.1
281,Company_281,2023,1359.2,4.1,785.0,-7.5
281,Company_281,2024,1285.5,2.3,531.0,-5.4
281,Company_281,2025,1384.6,0.6,197.2,7.7
282,Company_282,2015,984.5,7.3,1288.9,
282,Company_282,2016,1075.3,11.5,2401.3,9.2
282,Company_282,2017,1214.5,7.8,1417.6,12.9
282,Company_282,2018,1316.8,5.7,723.5,8.4
282,Company_282,2019,1312.5,6.6,1209.5,-0.3
282,Company_282,2020,1321.1,10.1,1209.0,0.7
282,Company_282,2021,1568.5,9.2,1272.8,18.7
282,Company_282,2022,1719.5,4.3,1111.5,9.6
282,Company_282,2023,1905.5,7.0,1134.0,10.8
282,Company_282,2024,2034.1,8.2,2884.2,6.8
282,Company_282,2025,2359.5,6.3,1603.7,16.0
283,Company_283,2015,810.1,0.4,66.2,
283,Company_283,2016,898.6,1.2,127.7,10.9
283,Company_283,2017,1038.6,2.1,343.5,15.6
283,Company_283,2018,969.4,5.3,595.0,-6.7
283,Company_283,2019,997.8,5.2,623.0,2.9
283,Company_283,2020,934.8,3.3,427.8,-6.3
283,Company_283,2021,858.0,1.9,338.3,-8.2
283,Company_283,2022,805.5,1.6,164.0,-6.1
283,Company_283,2023,813.2,2.9,555.3,1.0
283,Company_283,2024,902.9,1.5,274.9,11.0
283,Company_283,2025,953.5,4.1,773.5,5.6
284,Company_284,2015,790.3,1.8,173.5,
284,Company_284,2016,797.7,2.8,385.2,0.9
284,Company_284,2017,734.8,3.8,607.6,-7.9
284,Company_284,2018,665.3,4.2,507.7,-9.4
284,Company_284,2019,610.7,5.5,720.5,-8.2
284,Company_284,2020,599.5,6.5,636.6,-1.8
284,Company_284,2021,642.3,4.3,506.3,7.1
284,Company_284,2022,552.0,5.4,547.7,-14.1
284,Company_284,2023,618.4,6.6,797.7,12.0
284,Company_284,2024,571.2,8.2,782.5,-7.6
284,Company_284,2025,538.9,6.8,371.8,-5.7
285,Company_285,2015,10503.2,2.7,3435.6,
285,Company_285,2016,12222.0,-2.6,25676.1,16.4
285,Company_285,2017,13499.9,-5.2,10364.6,10.5
285,Company_285,2018,14211.5,-1.8,53068.3,5.3
285,Company_285,2019,15692.7,0.4,888.9,10.4
285,Company_285,2020,17242.9,-0.6,40714.8,9.9
285,Company_285,2021,22581.3,6.1,22107.0,31.0
285,Company_285,2022,24211.7,6.9,16207.0,7.2
285,Company_285,2023,26745.6,7.7,32573.0,10.5
285,Company_285,2024,32670.7,6.0,26047.4,22.2
285,Company_285,2025,37684.0,2.3,9609.3,15.3
286,Company_286,2015,1436.4,5.7,1377.0,
286,Company_286,2016,1383.3,3.8,968.8,-3.7
286,Company_286,2017,1283.1,3.5,724.7,-7.2
286,Company_286,2018,1336.9,2.0,334.3,4.2
286,Company_286,2019,1233.8,4.4,795.2,-7.7
286,Company_286,2020,1163.3,5.5,1249.9,-5.7
286,Company_286,2021,1264.6,5.5,1212.7,8.7
286,Company_286,2022,1356.2,4.2,562.3,7.2
286,Company_286,2023,1363.9,5.6,1069.0,0.6
286,Company_286,2024,1419.5,4.8,774.6,4.1
286,Company_286,2025,1486.7,3.9,796.0,4.7
287,Company_287,2015,753.9,-4.3,1011.7,
287,Company_287,2016,681.3,-5.7,2946.4,-9.6
287,Company_287,2017,577.1,-5.3,1815.3,-15.3
287,Company_287,2018,494.1,-6.0,1495.7,-14.4
287,Company_287,2019,433.5,-3.7,2095.3,-12.3
287,Company_287,2020,365.9,-0.3,1533.4,-15.6
287,Company_287,2021,320.0,-1.3,870.8,-12.5
287,Company_287,2022,328.7,0.1,4.9,2.7
287,Company_287,2023,333.9,2.2,71.3,1.6
287,Company_287,2024,283.8,1.5,36.4,-15.0
287,Company_287,2025,271.6,1.9,65.3,-4.3
288,Company_288,2015,14817.3,29.4,86256.4,
288,Company_288,2016,17282.7,26.2,151499.4,16.6
288,Company_288,2017,18938.4,21.0,123371.3,9.6
288,Company_288,2018,19271.9,22.3,115280.2,1.8
288,Company_288,2019,23365.3,21.0,138418.0,21.2
288,Company_288,2020,24873.2,22.7,190207.1,6.5
288,Company_288,2021,28434.1,24.6,218923.5,14.3
288,Company_288,2022,33481.1,23.6,217222.1,17.7
288,Company_288,2023,42164.5,24.8,342674.8,25.9
288,Company_288,2024,46184.9,20.7,323642.4,9.5
288,Company_288,2025,54400.6,21.5,348864.1,17.8
289,Company_289,2015,3758.3,13.8,11926.9,
289,Company_289,2016,3558.3,15.5,11323.5,-5.3
289,Company_289,2017,3736.2,18.1,7451.1,5.0
289,Company_289,2018,3587.1,15.7,9363.7,-4.0
289,Company_289,2019,3004.7,18.7,11972.0,-16.2
289,Company_289,2020,2955.4,19.1,10752.3,-1.6
289,Company_289,2021,2792.9,16.4,7390.6,-5.5
289,Company_289,2022,2872.1,11.1,4650.3,2.8
289,Company_289,2023,2745.6,14.5,6639.5,-4.4
289,Company_289,2024,2516.7,11.2,5474.5,-8.3
289,Company_289,2025,2441.1,10.3,4427.0,-3.0
290,Company_290,2015,1578.9,9.4,1682.4,
290,Company_290,2016,1503.2,10.7,2523.9,-4.8
290,Company_290,2017,1787.1,8.6,1589.6,18.9
290,Company_290,2018,1844.1,6.1,1088.6,3.2
290,Company_290,2019,1919.8,9.4,1666.0,4.1
290,Company_290,2020,2115.2,7.5,2386.4,10.2
290,Company_290,2021,2393.8,10.6,2493.4,13.2
290,Company_290,2022,2358.7,10.9,3138.5,-1.5
290,Company_290,2023,2685.5,13.0,3304.9,13.9
290,Company_290,2024,3078.0,14.7,3825.3,14.6
290,Company_290,2025,2844.3,13.8,3776.6,-7.6
291,Company_291,2015,4015.3,20.4,16807.1,
291,Company_291,2016,4616.6,18.8,25257.6,15.0
291,Company_291,2017,5723.4,19.3,19006.3,24.0
291,Company_291,2018,6734.6,20.0,37951.6,17.7
291,Company_291,2019,9120.5,20.0,32412.9,35.4
291,Company_291,2020,10410.0,17.6,61884.5,14.1
291,Company_291,2021,12214.1,14.9,55699.3,17.3
291,Company_291,2022,15387.2,12.5,57679.5,26.0
291,Company_291,2023,18662.0,9.5,54429.0,21.3
291,Company_291,2024,21972.8,7.4,54301.4,17.7
291,Company_291,2025,25251.7,7.4,63706.5,14.9
292,Company_292,2015,1160.2,10.0,1129.1,
292,Company_292,2016,1074.6,9.2,933.7,-7.4
292,Company_292,2017,919.5,8.9,1207.9,-14.4
292,Company_292,2018,990.6,11.3,929.2,7.7
292,Company_292,2019,930.1,9.6,1097.9,-6.1
292,Company_292,2020,858.1,6.8,856.3,-7.7
292,Company_292,2021,955.0,8.2,947.2,11.3
292,Company_292,2022,1052.1,8.5,957.7,10.2
292,Company_292,2023,1097.6,5.4,851.6,4.3
292,Company_292,2024,1162.6,4.2,429.7,5.9
292,Company_292,2025,1296.9,4.8,784.1,11.5
293,Company_293,2015,3702.3,15.9,10978.9,
293,Company_293,2016,3948.9,19.1,8525.4,6.7
293,Company_293,2017,4351.1,21.5,14750.7,10.2
293,Company_293,2018,5098.7,20.8,14521.6,17.2
293,Company_293,2019,5435.7,22.9,10594.3,6.6
293,Company_293,2020,6360.4,23.2,17119.2,17.0
293,Company_293,2021,6557.0,22.2,24487.3,3.1
293,Company_293,2022,7295.3,20.7,27348.8,11.3
293,Company_293,2023,8301.4,22.1,30061.2,13.8
293,Company_293,2024,10007.1,21.6,39360.9,20.5
293,Company_293,2025,9677.8,22.1,37924.7,-3.3
294,Company_294,2015,675.7,11.8,961.5,
294,Company_294,2016,767.1,8.7,1603.7,13.5
294,Company_294,2017,763.1,14.1,2237.0,-0.5
294,Company_294,2018,791.7,10.2,1494.7,3.7
294,Company_294,2019,737.5,12.0,1904.7,-6.8
294,Company_294,2020,728.9,11.9,1079.2,-1.2
294,Company_294,2021,733.5,14.4,2204.5,0.6
294,Company_294,2022,753.7,10.8,1402.3,2.7
294,Company_294,2023,799.6,11.1,890.4,6.1
294,Company_294,2024,807.8,9.9,1724.9,1.0
294,Company_294,2025,874.4,6.0,526.1,8.2
295,Company_295,2015,1845.3,15.1,2976.8,
295,Company_295,2016,2064.1,12.3,4258.6,11.9
295,Company_295,2017,2122.1,13.4,2585.2,2.8
295,Company_295,2018,2312.6,10.0,3846.6,9.0
295,Company_295,2019,2596.3,8.8,2823.7,12.3
295,Company_295,2020,2714.6,8.1,3242.5,4.6
295,Company_295,2021,2797.7,9.1,4258.5,3.1
295,Company_295,2022,2712.5,6.2,2856.1,-3.0
295,Company_295,2023,2628.3,6.1,2706.7,-3.1
295,Company_295,2024,3064.8,5.1,1358.2,16.6
295,Company_295,2025,3361.5,3.3,1066.1,9.7
296,Company_296,2015,545.3,8.0,409.1,
296,Company_296,2016,546.1,6.4,340.4,0.1
296,Company_296,2017,565.7,8.3,480.1,3.6
296,Company_296,2018,596.3,8.9,732.4,5.4
296,Company_296,2019,541.3,8.8,617.4,-9.2
296,Company_296,2020,604.1,8.3,603.4,11.6
296,Company_296,2021,548.7,10.8,593.6,-9.2
296,Company_296,2022,569.5,11.8,692.3,3.8
296,Company_296,2023,618.0,12.1,1028.8,8.5
296,Company_296,2024,676.5,12.0,1116.9,9.5
296,Company_296,2025,593.9,10.5,593.1,-12.2
297,Company_297,2015,465.4,5.5,454.3,
297,Company_297,2016,541.5,6.5,381.7,16.4
297,Company_297,2017,561.8,6.9,870.6,3.7
297,Company_297,2018,609.5,8.2,567.0,8.5
297,Company_297,2019,569.6,6.5,466.3,-6.6
297,Company_297,2020,605.7,6.9,682.9,6.3
297,Company_297,2021,613.8,8.6,1019.6,1.3
297,Company_297,2022,697.9,9.4,1412.5,13.7
297,Company_297,2023,641.2,11.3,864.4,-8.1
297,Company_297,2024,692.3,10.1,718.2,8.0
297,Company_297,2025,797.5,13.1,2255.1,15.2
298,Company_298,2015,1406.0,11.5,1996.3,
298,Company_298,2016,1294.8,12.5,2353.0,-7.9
298,Company_298,2017,1282.8,12.2,1564.9,-0.9
298,Company_298,2018,1403.2,11.9,1677.8,9.4
298,Company_298,2019,1548.4,9.8,2154.6,10.3
298,Company_298,2020,1533.1,9.3,1697.8,-1.0
298,Company_298,2021,1715.6,10.0,2253.0,11.9
298,Company_298,2022,1813.2,10.9,2763.4,5.7
298,Company_298,2023,1795.2,8.8,1689.6,-1.0
298,Company_298,2024,1819.6,10.6,1947.6,1.4
298,Company_298,2025,1753.1,9.7,2085.9,-3.7
299,Company_299,2015,2307.9,9.9,4065.1,
299,Company_299,2016,2185.1,9.6,3950.9,-5.3
299,Company_299,2017,2394.0,11.0,6271.8,9.6
299,Company_299,2018,2470.6,12.6,4584.1,3.2
299,Company_299,2019,2493.6,10.8,4893.2,0.9
299,Company_299,2020,2866.0,10.4,4389.9,14.9
299,Company_299,2021,2933.4,11.7,4874.9,2.3
299,Company_299,2022,3365.8,13.7,6995.8,14.7
299,Company_299,2023,3618.1,12.7,9238.4,7.5
299,Company_299,2024,3694.7,14.0,8722.0,2.1
299,Company_299,2025,3325.9,13.5,7717.9,-10.0
300,Company_300,2015,2030.0,2.5,1054.2,
300,Company_300,2016,2008.7,2.2,857.7,-1.1
300,Company_300,2017,1852.9,0.7,248.3,-7.8
300,Company_300,2018,1567.0,0.6,162.6,-15.4
300,Company_300,2019,1406.1,-0.8,5826.7,-10.3
300,Company_300,2020,1164.3,0.1,31.8,-17.2
300,Company_300,2021,1207.1,4.9,902.0,3.7
300,Company_300,2022,1184.4,4.2,463.6,-1.9
300,Company_300,2023,1166.3,6.6,635.9,-1.5
300,Company_300,2024,1093.0,6.6,1220.1,-6.3
300,Company_300,2025,1179.3,4.6,542.8,7.9
301,Company_301,2015,1414.6,9.5,1090.3,
301,Company_301,2016,1521.4,8.3,1210.7,7.5
301,Company_301,2017,1363.6,10.3,1944.9,-10.4
301,Company_301,2018,1411.0,8.0,2001.1,3.5
301,Company_301,2019,1485.2,9.0,2421.7,5.3
301,Company_301,2020,1640.0,9.9,1760.7,10.4
301,Company_301,2021,1535.7,11.0,2390.4,-6.4
301,Company_301,2022,1617.2,11.0,1606.9,5.3
301,Company_301,2023,1826.6,13.2,3056.4,13.0
301,Company_301,2024,1797.7,14.8,4747.8,-1.6
301,Company_301,2025,1764.3,14.9,2771.0,-1.9
302,Company_302,2015,2106.1,11.4,3078.8,
302,Company_302,2016,2151.1,16.2,3091.1,2.1
302,Company_302,2017,2374.1,10.4,3546.6,10.4
302,Company_302,2018,2570.2,8.9,2555.2,8.3
302,Company_302,2019,2423.2,8.0,2316.5,-5.7
302,Company_302,2020,2082.0,13.1,4958.0,-14.1
302,Company_302,2021,2009.4,16.1,5080.6,-3.5
302,Company_302,2022,2133.4,12.5,2830.5,6.2
302,Company_302,2023,2116.9,14.0,5296.2,-0.8
302,Company_302,2024,2061.3,16.0,3593.0,-2.6
302,Company_302,2025,2102.7,11.5,3913.4,2.0
303,Company_303,2015,2426.8,6.2,2455.7,
303,Company_303,2016,2139.2,7.6,1435.8,-11.9
303,Company_303,2017,1897.9,8.8,2360.9,-11.3
303,Company_303,2018,1642.2,8.5,2146.8,-13.5
303,Company_303,2019,1653.9,10.7,1451.7,0.7
303,Company_303,2020,1519.9,21.2,3368.7,-8.1
303,Company_303,2021,1281.7,29.5,7364.2,-15.7
303,Company_303,2022,1069.9,29.4,4225.1,-16.5
303,Company_303,2023,861.9,22.6,3843.0,-19.4
303,Company_303,2024,716.4,12.4,1739.1,-16.9
303,Company_303,2025,668.7,6.6,483.8,-6.7
304,Company_304,2015,5962.2,20.1,21451.9,
304,Company_304,2016,6535.9,15.8,21618.3,9.6
304,Company_304,2017,7472.2,12.3,22340.2,14.3
304,Company_304,2018,8857.3,7.9,15972.8,18.5
304,Company_304,2019,8894.5,8.4,25510.8,0.4
304,Company_304,2020,11165.0,4.7,16398.3,25.5
304,Company_304,2021,12637.1,7.5,31650.2,13.2
304,Company_304,2022,13166.1,6.5,22983.5,4.2
304,Company_304,2023,14388.3,4.4,14530.0,9.3
304,Company_304,2024,16578.5,4.2,21976.8,15.2
304,Company_304,2025,19897.3,3.6,13120.7,20.0
305,Company_305,2015,3324.0,4.2,1908.8,
305,Company_305,2016,3789.9,3.1,1293.3,14.0
305,Company_305,2017,4391.9,2.8,1635.0,15.9
305,Company_305,2018,4415.3,3.2,2438.9,0.5
305,Company_305,2019,4858.4,2.6,1993.1,10.0
305,Company_305,2020,5827.2,2.7,2466.3,19.9
305,Company_305,2021,5578.1,2.0,1283.7,-4.3
305,Company_305,2022,6683.6,3.5,4622.0,19.8
305,Company_305,2023,7605.0,0.7,730.0,13.8
305,Company_305,2024,8572.9,2.1,2814.2,12.7
305,Company_305,2025,9443.5,-0.2,35908.9,10.2
306,Company_306,2015,1334.0,17.7,3827.4,
306,Company_306,2016,1412.3,16.0,5453.0,5.9
306,Company_306,2017,1552.3,17.7,3609.7,9.9
306,Company_306,2018,1420.5,14.7,3798.3,-8.5
306,Company_306,2019,1332.3,18.2,3641.6,-6.2
306,Company_306,2020,1301.4,18.6,4675.1,-2.3
306,Company_306,2021,1369.2,17.3,4616.9,5.2
306,Company_306,2022,1304.3,17.7,3289.2,-4.7
306,Company_306,2023,1161.7,15.9,2868.4,-10.9
306,Company_306,2024,1384.8,13.2,3150.6,19.2
306,Company_306,2025,1332.8,14.4,4012.4,-3.8
307,Company_307,2015,2904.2,19.2,5135.1,
307,Company_307,2016,3213.3,18.4,8688.8,10.6
307,Company_307,2017,3790.0,18.0,12584.7,17.9
307,Company_307,2018,4614.7,17.7,13670.2,21.8
307,Company_307,2019,5564.4,19.8,9867.0,20.6
307,Company_307,2020,7064.0,21.3,26518.8,27.0
307,Company_307,2021,7363.7,20.5,12281.8,4.2
307,Company_307,2022,8130.0,20.6,20437.6,10.4
307,Company_307,2023,9007.9,19.6,22692.8,10.8
307,Company_307,2024,9256.3,20.0,26212.4,2.8
307,Company_307,2025,10552.8,18.6,19437.4,14.0
308,Company_308,2015,2715.8,19.0,4526.4,
308,Company_308,2016,2433.7,18.8,4877.8,-10.4
308,Company_308,2017,2554.7,16.8,4432.8,5.0
308,Company_308,2018,2517.0,14.5,6754.4,-1.5
308,Company_308,2019,2744.4,11.4,3108.5,9.0
308,Company_308,2020,2478.1,12.2,2716.6,-9.7
308,Company_308,2021,2427.3,13.8,3895.9,-2.1
308,Company_308,2022,2524.6,14.9,4277.0,4.0
308,Company_308,2023,2452.6,14.0,5066.3,-2.9
308,Company_308,2024,2700.9,13.3,5971.0,10.1
308,Company_308,2025,2711.8,11.9,4899.0,0.4
309,Company_309,2015,1254.0,-2.9,4634.8,
309,Company_309,2016,1433.6,-0.5,4577.8,14.3
309,Company_309,2017,1874.8,-1.9,5357.1,30.8
309,Company_309,2018,2070.3,-0.8,9307.8,10.4
309,Company_309,2019,2521.0,3.6,1323.9,21.8
309,Company_309,2020,2948.1,1.1,270.2,16.9
309,Company_309,2021,2891.4,1.9,988.9,-1.9
309,Company_309,2022,3159.9,1.7,650.3,9.3
309,Company_309,2023,3477.7,1.1,609.8,10.1
309,Company_309,2024,4259.9,1.7,1225.2,22.5
309,Company_309,2025,4719.9,6.3,2410.7,10.8
310,Company_310,2015,1150.9,10.7,1147.7,
310,Company_310,2016,1378.4,6.8,851.1,19.8
310,Company_310,2017,1543.4,8.0,1513.6,12.0
310,Company_310,2018,1824.4,16.5,5664.6,18.2
310,Company_310,2019,2060.1,19.2,7904.5,12.9
310,Company_310,2020,1985.8,21.1,6691.5,-3.6
310,Company_310,2021,1975.8,18.3,5188.2,-0.5
310,Company_310,2022,2356.2,28.8,6972.6,19.3
310,Company_310,2023,2461.4,27.0,11370.6,4.5
310,Company_310,2024,2831.9,30.2,13912.3,15.1
310,Company_310,2025,2858.9,33.7,13109.4,1.0
311,Company_311,2015,5644.7,13.7,19058.5,
311,Company_311,2016,5933.8,16.9,19235.8,5.1
311,Company_311,2017,5494.2,19.4,18140.1,-7.4
311,Company_311,2018,5858.3,15.5,17380.5,6.6
311,Company_311,2019,6623.1,13.8,10630.1,13.1
311,Company_311,2020,6665.6,14.9,23032.9,0.6
311,Company_311,2021,5845.2,14.2,12225.7,-12.3
311,Company_311,2022,6186.9,15.1,19491.8,5.8
311,Company_311,2023,6022.5,14.4,19587.6,-2.7
311,Company_311,2024,6765.1,13.4,15997.0,12.3
311,Company_311,2025,6459.0,11.4,12785.6,-4.5
312,Company_312,2015,518.4,11.0,627.7,
312,Company_312,2016,462.7,8.3,782.6,-10.8
312,Company_312,2017,457.4,6.7,481.9,-1.1
312,Company_312,2018,444.3,5.9,322.0,-2.9
312,Company_312,2019,472.7,6.1,619.7,6.4
312,Company_312,2020,418.6,3.0,165.6,-11.4
312,Company_312,2021,419.2,3.3,235.2,0.1
312,Company_312,2022,407.2,4.6,328.1,-2.8
312,Company_312,2023,398.5,6.1,377.7,-2.1
312,Company_312,2024,395.0,5.6,249.7,-0.9
312,Company_312,2025,390.5,2.0,165.4,-1.1
313,Company_313,2015,585.3,7.5,444.5,
313,Company_313,2016,550.7,6.8,350.8,-5.9
313,Company_313,2017,583.2,9.0,451.1,5.9
313,Company_313,2018,591.5,7.0,591.6,1.4
313,Company_313,2019,579.7,8.4,556.5,-2.0
313,Company_313,2020,590.7,6.8,540.1,1.9
313,Company_313,2021,651.0,9.2,589.3,10.2
313,Company_313,2022,682.5,11.2,912.2,4.8
313,Company_313,2023,699.3,11.0,839.1,2.5
313,Company_313,2024,653.3,7.6,592.0,-6.6
313,Company_313,2025,649.9,8.4,631.9,-0.5
314,Company_314,2015,472.8,12.2,596.2,
314,Company_314,2016,471.9,9.1,611.1,-0.2
314,Company_314,2017,473.9,10.0,708.3,0.4
314,Company_314,2018,565.2,12.1,1456.6,19.3
314,Company_314,2019,621.7,14.6,1292.9,10.0
314,Company_314,2020,637.5,14.3,1926.9,2.5
314,Company_314,2021,701.5,11.2,1058.9,10.1
314,Company_314,2022,786.7,13.0,2111.5,12.1
314,Company_314,2023,802.6,14.5,1578.5,2.0
314,Company_314,2024,739.4,11.7,960.1,-7.9
314,Company_314,2025,765.6,14.5,1586.2,3.5
315,Company_315,2015,1432.8,12.4,1752.5,
315,Company_315,2016,1326.0,14.0,1702.8,-7.5
315,Company_315,2017,1180.6,14.9,1423.9,-11.0
315,Company_315,2018,1002.8,17.1,1943.2,-15.1
315,Company_315,2019,944.6,18.5,1943.1,-5.8
315,Company_315,2020,872.7,16.9,1716.9,-7.6
315,Company_315,2021,867.5,14.4,1604.3,-0.6
315,Company_315,2022,772.4,16.2,1578.1,-11.0
315,Company_315,2023,695.6,16.2,1645.3,-9.9
315,Company_315,2024,638.3,15.9,1108.8,-8.2
315,Company_315,2025,685.6,15.8,1420.6,7.4
316,Company_316,2015,8657.0,13.0,25582.7,
316,Company_316,2016,9836.1,10.9,18171.5,13.6
316,Company_316,2017,9981.5,14.2,20617.9,1.5
316,Company_316,2018,11581.4,17.0,34305.7,16.0
316,Company_316,2019,12558.7,19.0,34110.3,8.4
316,Company_316,2020,14022.8,17.6,46846.8,11.7
316,Company_316,2021,16309.6,20.0,73136.4,16.3
316,Company_316,2022,17173.7,19.3,51205.2,5.3
316,Company_316,2023,21670.5,18.4,96851.3,26.2
316,Company_316,2024,23951.4,21.9,60846.6,10.5
316,Company_316,2025,27189.4,21.7,66356.5,13.5
317,Company_317,2015,3500.9,17.1,12093.3,
317,Company_317,2016,3343.1,18.0,13356.6,-4.5
317,Company_317,2017,3863.1,22.3,19545.4,15.6
317,Company_317,2018,3894.8,23.0,27325.0,0.8
317,Company_317,2019,3904.0,21.1,22471.2,0.2
317,Company_317,2020,3750.9,22.8,19459.4,-3.9
317,Company_317,2021,3881.1,21.2,13432.1,3.5
317,Company_317,2022,3675.7,22.1,25497.6,-5.3
317,Company_317,2023,3840.4,17.8,23423.7,4.5
317,Company_317,2024,3836.2,15.6,11373.3,-0.1
317,Company_317,2025,3696.6,15.8,11716.8,-3.6
318,Company_318,2015,881.8,10.6,892.0,
318,Company_318,2016,841.4,11.0,1100.3,-4.6
318,Company_318,2017,702.3,11.6,1312.8,-16.5
318,Company_318,2018,635.9,13.1,843.1,-9.5
318,Company_318,2019,677.4,11.5,1311.4,6.5
318,Company_318,2020,705.5,13.3,1240.4,4.1
318,Company_318,2021,702.8,14.8,1520.9,-0.4
318,Company_318,2022,683.6,14.4,1886.9,-2.7
318,Company_318,2023,614.2,10.1,1111.8,-10.2
318,Company_318,2024,682.3,11.2,1354.2,11.1
318,Company_318,2025,637.8,4.7,426.8,-6.5
319,Company_319,2015,12065.1,22.3,43341.7,
319,Company_319,2016,12806.8,25.7,37013.4,6.1
319,Company_319,2017,13274.9,26.8,64603.3,3.7
319,Company_319,2018,14656.4,27.2,75095.3,10.4
319,Company_319,2019,14119.4,27.0,74357.0,-3.7
319,Company_319,2020,15190.8,28.1,50248.1,7.6
319,Company_319,2021,15265.3,30.1,73361.8,0.5
319,Company_319,2022,13898.2,26.4,58741.4,-9.0
319,Company_319,2023,12369.2,25.8,60161.6,-11.0
319,Company_319,2024,12965.9,26.4,41175.4,4.8
319,Company_319,2025,12540.3,28.0,45272.4,-3.3
320,Company_320,2015,2424.6,16.3,13712.7,
320,Company_320,2016,2851.5,16.2,8237.1,17.6
320,Company_320,2017,3286.4,17.9,15246.7,15.3
320,Company_320,2018,3865.5,17.2,13173.2,17.6
320,Company_320,2019,4734.3,20.2,19268.1,22.5
320,Company_320,2020,5330.6,17.5,18617.2,12.6
320,Company_320,2021,5798.6,22.1,28056.8,8.8
320,Company_320,2022,6038.3,23.4,36149.5,4.1
320,Company_320,2023,7225.4,22.0,53178.9,19.7
320,Company_320,2024,8666.9,21.7,63118.8,20.0
320,Company_320,2025,10151.2,24.6,66281.3,17.1
321,Company_321,2015,1914.9,9.6,2175.4,
321,Company_321,2016,2054.4,8.7,2346.4,7.3
321,Company_321,2017,2131.8,7.3,2523.1,3.8
321,Company_321,2018,2149.0,9.5,2011.1,0.8
321,Company_321,2019,2367.0,5.1,1338.0,10.1
321,Company_321,2020,2513.2,1.9,947.7,6.2
321,Company_321,2021,2946.8,4.6,1762.3,17.3
321,Company_321,2022,3228.8,10.3,2773.8,9.6
321,Company_321,2023,3605.9,10.0,4785.9,11.7
321,Company_321,2024,4412.0,13.4,6988.6,22.4
321,Company_321,2025,4923.2,13.2,6318.7,11.6
322,Company_322,2015,1328.2,5.8,1657.2,
322,Company_322,2016,1429.1,6.1,1949.7,7.6
322,Company_322,2017,1469.7,5.9,1282.3,2.8
322,Company_322,2018,1432.5,3.9,1235.3,-2.5
322,Company_322,2019,1260.7,4.6,1106.1,-12.0
322,Company_322,2020,1477.1,2.2,780.0,17.2
322,Company_322,2021,1754.8,1.9,359.4,18.8
322,Company_322,2022,1928.9,1.3,419.9,9.9
322,Company_322,2023,2007.8,0.6,183.8,4.1
322,Company_322,2024,2185.6,0.8,409.4,8.9
322,Company_322,2025,2321.6,0.4,104.2,6.2
323,Company_323,2015,1988.2,19.1,8716.0,
323,Company_323,2016,2095.0,19.1,5392.5,5.4
323,Company_323,2017,2278.4,18.4,10199.8,8.8
323,Company_323,2018,2522.0,20.1,12232.1,10.7
323,Company_323,2019,2463.5,17.8,5791.2,-2.3
323,Company_323,2020,2663.7,16.5,5153.7,8.1
323,Company_323,2021,2865.6,15.2,9397.3,7.6
323,Company_323,2022,2906.2,16.0,10296.8,1.4
323,Company_323,2023,3197.7,16.8,12680.3,10.0
323,Company_323,2024,3536.4,17.0,13685.0,10.6
323,Company_323,2025,3721.2,19.1,11452.6,5.2
324,Company_324,2015,2516.0,14.7,6370.8,
324,Company_324,2016,2760.0,12.9,6957.2,9.7
324,Company_324,2017,2667.3,8.2,3541.9,-3.4
324,Company_324,2018,3003.7,17.8,7101.5,12.6
324,Company_324,2019,2879.2,13.7,4491.1,-4.1
324,Company_324,2020,3154.2,11.9,5272.9,9.6
324,Company_324,2021,3254.8,16.9,6093.3,3.2
324,Company_324,2022,3666.3,15.8,6338.8,12.6
324,Company_324,2023,3790.2,9.1,3436.2,3.4
324,Company_324,2024,3837.9,15.3,7895.7,1.3
324,Company_324,2025,3693.2,12.5,5698.9,-3.8
325,Company_325,2015,1528.7,13.3,3322.3,
325,Company_325,2016,1631.6,13.0,4152.0,6.7
325,Company_325,2017,1761.3,13.4,2507.8,7.9
325,Company_325,2018,2039.2,6.7,1434.0,15.8
325,Company_325,2019,1976.1,4.3,1591.3,-3.1
